condition,model,x,y
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,0700,58.16
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,0700,63.68
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,0700,62.79
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,0700,58.72
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,0700,55.09
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,0700,63.10
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,0700,53.55
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,0700,60.36
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,1050,59.19
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,1050,64.91
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,1050,68.99
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,1050,67.20
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,1050,64.72
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,1050,69.40
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,1050,68.94
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,1050,67.36
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,1050,62.57
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,1050,61.47
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,2000,71.70
Ca_wave_no_RyR_simple_SERCA_SOCE,2.4,2000,67.36
